Cliente,Avg Vigencia,#Recargas,$Recargas,Avg_Recargas,10,20,30,50,100,150,200,300,500,1000,sum_WA,sum_IG,sum_Otros,sum_SP,sum_FB,sum_TW,sum_MS,avg_WA,avg_IG,avg_Otros,avg_SP,avg_FB,avg_TW,avg_MS
AD00316,1.285714286,7,90,12.85714286,6,0,1,0,0,0,0,0,0,0,346670.6,104110.5,0,158187.15,0,157276.41,839665.32,346670.6,104110.5,0,79093.575,0,157276.41,419832.66
AD00317,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,79959.16,279793.25,0,0,0,0,0,79959.16,279793.25,0,0
AD00318,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,79975.8,0,0,0,0,0,0,79975.8,0,0,0
AD00319,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,0,350751.05,79750.07,0,0,209992.82,0,0,350751.05,79750.07,0,0,209992.82
AD00320,1,3,30,10,3,0,0,0,0,0,0,0,0,0,346700.98,0,0,79216.12,279652.95,0,0,346700.98,0,0,79216.12,279652.95,0,0
AD00321,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,1040130.22,0,0,0,0,314081.68,0,1040130.22,0,0,0,0,157040.84,0
AD00322,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,1040148.82,0,0,0,0,628001.24,0,1040148.82,0,0,0,0,314000.62,0
AD00323,1.285714286,7,90,12.85714286,6,0,1,0,0,0,0,0,0,0,1040116.75,419050.69,0,79329.93,0,0,209866.62,346705.5833,209525.345,0,79329.93,0,0,209866.62
AD00324,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,1040016.53,0,0,0,279702.64,157161.54,0,1040016.53,0,0,0,279702.64,157161.54,0
AD00325,3,2,60,30,0,0,2,0,0,0,0,0,0,0,0,310659.67,0,0,0,0,629652.84,0,310659.67,0,0,0,0,629652.84
AD00326,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,1040115.19,208913.99,350409.63,79386.37,0,0,0,1040115.19,104456.995,350409.63,79386.37,0,0,0
AD00327,2.333333333,3,70,23.33333333,2,0,0,1,0,0,0,0,0,0,0,0,0,0,279656.13,0,1259587.12,0,0,0,0,279656.13,0,629793.56
AD00328,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,0,470155.5,0,0,157159.48,0,0,0,235077.75,0,0,157159.48,0
AD00329,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,117082.84,0,0,0,0,0,0,117082.84,0,0,0,0
AD00330,1.666666667,9,150,16.66666667,7,0,1,1,0,0,0,0,0,0,693402.81,103657.27,471041.27,79730.08,1679435.72,0,209962.46,346701.405,103657.27,235520.635,79730.08,839717.86,0,209962.46
AD00331,3,2,60,30,0,0,2,0,0,0,0,0,0,0,0,313467.37,0,0,0,0,629409.89,0,313467.37,0,0,0,0,629409.89
AD00332,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,346697.86,0,117764.29,79668.24,0,471405.83,629685.91,346697.86,0,117764.29,79668.24,0,471405.83,629685.91
AD00333,2.2,5,110,22,2,0,3,0,0,0,0,0,0,0,1040157.47,0,0,0,279724.45,470307.59,839185.14,1040157.47,0,0,0,279724.45,470307.59,419592.57
AD00334,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,346723.38,0,0,0,1119382.43,471660.52,209756.16,346723.38,0,0,0,559691.215,471660.52,209756.16
AD00335,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,346684.03,310443.49,117791.15,0,0,156909.51,0,346684.03,310443.49,117791.15,0,0,156909.51,0
AD00336,3,3,90,30,1,0,1,1,0,0,0,0,0,0,0,104802.35,0,0,839245,0,1049060.47,0,104802.35,0,0,839245,0,1049060.47
AD00337,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,0,117392.26,0,0,157136.45,209874.75,0,0,117392.26,0,0,157136.45,209874.75
AD00338,2.5,4,100,25,1,0,3,0,0,0,0,0,0,0,0,103593.78,0,235936.06,839616.84,0,629685.02,0,103593.78,0,235936.06,839616.84,0,629685.02
AD00339,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,470735.8,0,0,0,0,0,0,235367.9,0,0,0,0
AD00340,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,314364.73,0,0,279722.87,156671.45,0,0,314364.73,0,0,279722.87,156671.45,0
AD00341,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,0,104069.93,117603.16,0,0,0,1048820.74,0,104069.93,117603.16,0,0,0,349606.9133
AD00342,2,6,120,20,3,0,3,0,0,0,0,0,0,0,1386815.65,314083.05,117511.34,0,279816.86,471508.02,0,693407.825,314083.05,117511.34,0,279816.86,471508.02,0
AD00343,1.8,5,90,18,4,0,0,1,0,0,0,0,0,0,0,0,588951.01,78991.24,559729.09,156809.07,0,0,0,588951.01,78991.24,279864.545,156809.07,0
AD00344,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,1386770.51,104629.31,0,0,0,0,209815.04,693385.255,104629.31,0,0,0,0,209815.04
AD00345,2.5,8,200,25,4,0,2,2,0,0,0,0,0,0,1040038.01,0,352834.1,555687.85,559637.06,0,1049945.53,1040038.01,0,352834.1,185229.2833,279818.53,0,1049945.53
AD00346,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,117507.55,0,279684.46,0,0,0,0,117507.55,0,279684.46,0,0
AD00347,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,0,104428.23,0,238074.48,279725.14,0,209886.6,0,104428.23,0,238074.48,279725.14,0,209886.6
AD00348,3,2,60,30,0,0,2,0,0,0,0,0,0,0,0,0,351408.22,238344.91,0,0,0,0,0,351408.22,238344.91,0,0,0
AD00349,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,1733378.15,0,0,0,279829.15,157100.48,0,577792.7167,0,0,0,279829.15,157100.48,0
AD00350,3.666666667,3,110,36.66666667,1,0,0,2,0,0,0,0,0,0,0,523605.09,0,0,0,942012.86,0,0,523605.09,0,0,0,471006.43,0
AD00351,3,1,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,237945.45,0,0,0,0,0,0,237945.45,0,0,0
AD00352,3,1,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,629898.31,0,0,0,0,0,0,629898.31
AD00353,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,104319.97,0,239859.07,0,0,0,0,104319.97,0,239859.07,0,0,0
AD00354,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,104840.97,0,0,559445.81,0,0,0,104840.97,0,0,279722.905,0,0
AD00355,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,104142.33,117863.11,0,0,156920.55,0,0,104142.33,117863.11,0,0,156920.55,0
AD00356,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,346723.46,314130.42,0,79853.4,0,157186.17,0,346723.46,314130.42,0,79853.4,0,157186.17,0
AD00357,1.571428571,7,110,15.71428571,5,0,2,0,0,0,0,0,0,0,693373.5,0,469580.6,0,279951.08,470934.87,209911.88,346686.75,0,234790.3,0,279951.08,470934.87,209911.88
AD00358,2.555555556,9,230,25.55555556,3,0,5,1,0,0,0,0,0,0,3813607.47,416301.97,350220.77,0,1119571.3,157059.01,0,1271202.49,208150.985,350220.77,0,559785.65,157059.01,0
AD00359,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,0,234396.7,0,0,0,629637.93,0,0,117198.35,0,0,0,629637.93
AD00360,2.333333333,6,140,23.33333333,3,0,2,1,0,0,0,0,0,0,1040071.11,104430.35,703903.59,0,279954.47,470392.08,0,1040071.11,104430.35,351951.795,0,279954.47,470392.08,0
AD00361,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,346729.26,103449.61,0,0,838887.88,156942.09,0,346729.26,103449.61,0,0,838887.88,156942.09,0
AD00362,2.2,5,110,22,3,0,1,1,0,0,0,0,0,0,0,625477.1,353329.07,0,279792.05,0,209988.68,0,312738.55,353329.07,0,279792.05,0,209988.68
AD00363,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,104839.01,0,0,839694.06,0,209863.11,0,104839.01,0,0,839694.06,0,209863.11
AD00364,1,3,30,10,3,0,0,0,0,0,0,0,0,0,346717.04,103443.81,0,0,0,0,209728.75,346717.04,103443.81,0,0,0,0,209728.75
AD00365,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,117672.49,0,839574.71,0,0,0,0,117672.49,0,839574.71,0,0
AD00366,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,0,0,353202.31,0,1678920.71,0,0,0,0,353202.31,0,419730.1775,0,0
AD00367,1,4,40,10,4,0,0,0,0,0,0,0,0,0,0,104817.4,0,0,279778.55,156704.64,209834.48,0,104817.4,0,0,279778.55,156704.64,209834.48
AD00368,1,4,40,10,4,0,0,0,0,0,0,0,0,0,346697.24,0,234376.19,79447.31,0,0,0,346697.24,0,117188.095,79447.31,0,0,0
AD00369,2,6,120,20,3,0,3,0,0,0,0,0,0,0,0,0,0,237663.01,1118912.73,785396.12,0,0,0,0,237663.01,559456.365,261798.7067,0
AD00370,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,346689.73,0,117555.82,78948.68,0,470134.09,209938.84,346689.73,0,117555.82,78948.68,0,470134.09,209938.84
AD00371,2.142857143,7,150,21.42857143,4,0,2,1,0,0,0,0,0,0,1040080.01,417895.27,0,475789.74,279654.45,0,209940.12,1040080.01,208947.635,0,237894.87,279654.45,0,209940.12
AD00372,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,1040022.89,0,0,236679.82,0,157237.05,0,1040022.89,0,0,236679.82,0,157237.05,0
AD00373,2.5,4,100,25,1,0,3,0,0,0,0,0,0,0,0,0,0,239583.74,1119031.13,0,629883.11,0,0,0,239583.74,559515.565,0,629883.11
AD00374,2,4,80,20,2,0,2,0,0,0,0,0,0,0,346714.26,310275.33,0,0,279758.09,470289.83,0,346714.26,310275.33,0,0,279758.09,470289.83,0
AD00375,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,117404.44,0,0,0,629418.42,0,0,117404.44,0,0,0,629418.42
AD00376,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,78954.56,0,0,209822.23,0,0,0,78954.56,0,0,209822.23
AD00377,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,346707.04,0,0,79570.19,0,628566.38,209820.73,346707.04,0,0,79570.19,0,314283.19,209820.73
AD00378,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,279994.2,156919.31,0,0,0,0,0,279994.2,156919.31,0
AD00379,2,4,80,20,3,0,0,1,0,0,0,0,0,0,0,0,117275.16,79652.73,1679500.41,0,0,0,0,117275.16,79652.73,839750.205,0,0
AD00380,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,346700.6,103573.92,353199.79,236268.63,0,0,209924.15,346700.6,103573.92,353199.79,236268.63,0,0,209924.15
AD00381,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,1386768.39,104508.6,0,0,0,627451.08,209757.73,693384.195,104508.6,0,0,0,313725.54,209757.73
AD00383,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,839952.93,157080.86,0,0,0,0,0,839952.93,157080.86,0
AD00384,1,5,50,10,5,0,0,0,0,0,0,0,0,0,346697.89,104062.35,235191.18,0,279960.81,0,0,346697.89,104062.35,117595.59,0,279960.81,0,0
AD00385,2,8,160,20,4,0,4,0,0,0,0,0,0,0,0,103565.33,702057.66,239691.12,1118593.74,157024.57,209724.11,0,103565.33,351028.83,239691.12,559296.87,157024.57,209724.11
AD00387,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,693383.29,103829.08,0,316265.71,0,470613.64,0,346691.645,103829.08,0,158132.855,0,470613.64,0
AD00388,1,3,30,10,3,0,0,0,0,0,0,0,0,0,693449.45,0,0,0,0,0,209918.13,346724.725,0,0,0,0,0,209918.13
AD00389,2.333333333,6,140,23.33333333,3,0,2,1,0,0,0,0,0,0,346682.82,103817.95,117498.86,393260.01,839946.51,0,629322.24,346682.82,103817.95,117498.86,393260.01,839946.51,0,629322.24
AD00390,2,4,80,20,2,0,2,0,0,0,0,0,0,0,0,103469,350190.55,0,1118884.17,0,0,0,103469,350190.55,0,559442.085,0,0
AD00391,3,2,60,30,1,0,0,1,0,0,0,0,0,0,1733530.43,104417.7,0,0,0,0,0,1733530.43,104417.7,0,0,0,0,0
AD00392,2,6,120,20,3,0,3,0,0,0,0,0,0,0,0,104670.72,0,0,839244.63,627416.46,839369.9,0,104670.72,0,0,839244.63,313708.23,419684.95
AD00393,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,0,0,116799.25,0,279759.12,627027.59,209882.83,0,0,116799.25,0,279759.12,313513.795,209882.83
AD00394,3,1,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,238105.01,0,0,0,0,0,0,238105.01,0,0,0
AD00395,1,6,60,10,6,0,0,0,0,0,0,0,0,0,693413.31,103553.03,0,79598.31,279648.99,156999.04,0,346706.655,103553.03,0,79598.31,279648.99,156999.04,0
AD00396,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,0,0,0,279929.21,0,839430.96,0,0,0,0,279929.21,0,419715.48
AD00397,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,0,103383.12,0,158430.39,839274.1,157003.36,629479.08,0,103383.12,0,79215.195,839274.1,157003.36,629479.08
AD00398,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,0,0,235210.8,0,0,157018.84,839470.72,0,0,117605.4,0,0,157018.84,419735.36
AD00399,2.5,4,100,25,1,0,3,0,0,0,0,0,0,0,0,624336.97,0,0,0,627259.02,0,0,312168.485,0,0,0,313629.51,0
AD00400,1,3,30,10,3,0,0,0,0,0,0,0,0,0,346672.13,0,0,0,0,156779.93,209791.52,346672.13,0,0,0,0,156779.93,209791.52
AD00401,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,1040139.73,0,117769.61,237888.06,0,0,0,1040139.73,0,117769.61,237888.06,0,0,0
AD00402,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,1040106.17,104578.38,117715.11,0,0,0,0,1040106.17,104578.38,117715.11,0,0,0,0
AD00403,2.5,4,100,25,1,0,3,0,0,0,0,0,0,0,1040046.97,312864.16,0,238410.52,0,0,209921.47,1040046.97,312864.16,0,238410.52,0,0,209921.47
AD00404,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,312438.37,0,0,0,156953.13,0,0,312438.37,0,0,0,156953.13,0
AD00405,2.333333333,6,140,23.33333333,3,0,2,1,0,0,0,0,0,0,346702.64,0,939122.93,0,279893.44,627338.4,0,346702.64,0,469561.465,0,279893.44,313669.2,0
AD00406,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,0,0,234321.43,0,1119189.79,0,0,0,0,117160.715,0,559594.895,0,0
AD00407,3,4,120,30,2,0,0,2,0,0,0,0,0,0,0,0,584010.49,0,1399370.11,314113.42,0,0,0,584010.49,0,1399370.11,157056.71,0
AD00408,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,0,311367.57,116792.77,0,0,628346.87,209736.67,0,311367.57,116792.77,0,0,314173.435,209736.67
AD00409,2.333333333,6,140,23.33333333,3,0,2,1,0,0,0,0,0,0,1386840.37,0,702966.45,239499.22,279952.92,0,0,693420.185,0,351483.225,239499.22,279952.92,0,0
AD00410,2.111111111,9,190,21.11111111,4,0,5,0,0,0,0,0,0,0,346686.59,103663.45,117454.12,237361.06,839298.58,1099193.42,629496.81,346686.59,103663.45,117454.12,237361.06,839298.58,366397.8067,629496.81
AD00411,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,279902.54,0,419954.58,0,0,0,0,279902.54,0,209977.29
AD00412,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,0,415322.92,0,0,279781.01,627959.91,0,0,207661.46,0,0,279781.01,313979.955,0
AD00413,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,0,313422.64,117556.3,79733.95,1119163.06,0,0,0,313422.64,117556.3,79733.95,559581.53,0,0
AD00414,2.6,5,130,26,2,0,2,1,0,0,0,0,0,0,0,310176.76,350184.57,399880.67,0,156956.66,209723.32,0,310176.76,350184.57,399880.67,0,156956.66,209723.32
AD00415,2,4,80,20,2,0,2,0,0,0,0,0,0,0,346720.81,0,0,0,839911,628004.61,0,346720.81,0,0,0,839911,314002.305,0
AD00416,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,310734.51,117075.01,0,279869.62,0,0,0,310734.51,117075.01,0,279869.62,0,0
AD00417,2.333333333,3,70,23.33333333,2,0,0,1,0,0,0,0,0,0,2080305.2,0,0,0,0,0,209986.88,1040152.6,0,0,0,0,0,209986.88
AD00418,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,1040070.52,104736.79,116691.59,0,0,156784.61,839388.47,1040070.52,104736.79,116691.59,0,0,156784.61,419694.235
AD00419,3,3,90,30,1,0,1,1,0,0,0,0,0,0,0,103770.71,351297.65,0,1399350.45,0,0,0,103770.71,351297.65,0,1399350.45,0,0
AD00420,1.333333333,6,80,13.33333333,5,0,1,0,0,0,0,0,0,0,346724.36,0,116936.41,78909.17,279929.94,0,839314.51,346724.36,0,116936.41,78909.17,279929.94,0,419657.255
AD00422,2,8,160,20,5,0,2,1,0,0,0,0,0,0,0,313080.61,821518.49,236643.66,279923.06,156894.61,209789.02,0,313080.61,273839.4967,236643.66,279923.06,156894.61,209789.02
AD00423,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,78677.24,0,156873.75,209783.62,0,0,0,78677.24,0,156873.75,209783.62
AD00424,2,4,80,20,2,0,2,0,0,0,0,0,0,0,0,0,116931.03,239967.84,0,156943.53,629577.44,0,0,116931.03,239967.84,0,156943.53,629577.44
AD00425,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,0,316869.83,0,0,0,0,0,0,158434.915,0,0,0
AD00426,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,0,104536.07,0,236449.08,0,471222.35,0,0,104536.07,0,236449.08,0,471222.35,0
AD00427,1.666666667,6,100,16.66666667,5,0,0,1,0,0,0,0,0,0,693446.93,104729.91,701396.6,0,0,0,209903.1,346723.465,104729.91,350698.3,0,0,0,209903.1
AD00428,1.285714286,7,90,12.85714286,6,0,1,0,0,0,0,0,0,0,0,0,116791.02,158258.46,559749.74,471777.03,209912.06,0,0,116791.02,79129.23,279874.87,471777.03,209912.06
AD00429,1,5,50,10,5,0,0,0,0,0,0,0,0,0,0,0,117167.43,157885.4,0,0,419691.66,0,0,117167.43,78942.7,0,0,209845.83
AD00430,3,5,150,30,1,0,3,1,0,0,0,0,0,0,0,0,470662.64,396900.22,0,942048.74,0,0,0,235331.32,396900.22,0,471024.37,0
AD00431,2.333333333,3,70,23.33333333,1,0,2,0,0,0,0,0,0,0,0,0,470630.25,0,0,470103.21,0,0,0,235315.125,0,0,470103.21,0
AD00432,2.142857143,7,150,21.42857143,3,0,4,0,0,0,0,0,0,0,0,313320.11,0,0,1119785.09,0,1679511.3,0,313320.11,0,0,559892.545,0,419877.825
AD00433,2.333333333,6,140,23.33333333,2,0,4,0,0,0,0,0,0,0,2080306.33,0,352470.38,0,839598.66,156874.96,209835.84,1040153.165,0,352470.38,0,839598.66,156874.96,209835.84
AD00434,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156937.06,0,0,0,0,0,0,156937.06,0
AD00435,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,0,0,238995.6,0,313472.44,0,0,0,0,238995.6,0,156736.22,0
AD00436,1,1,10,10,1,0,0,0,0,0,0,0,0,0,346680.06,0,0,0,0,0,0,346680.06,0,0,0,0,0,0
AD00437,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,117405.06,0,0,156907,0,0,0,117405.06,0,0,156907,0
AD00438,1.857142857,7,130,18.57142857,4,0,3,0,0,0,0,0,0,0,346696,0,352110.38,79222.02,1119357.38,470826.71,209918.1,346696,0,352110.38,79222.02,559678.69,470826.71,209918.1
AD00439,3,4,120,30,2,0,0,2,0,0,0,0,0,0,0,0,589260.67,0,1678560.71,0,209760.54,0,0,589260.67,0,839280.355,0,209760.54
AD00440,3,3,90,30,1,0,1,1,0,0,0,0,0,0,0,517370.69,350127.76,79819.7,0,0,0,0,517370.69,350127.76,79819.7,0,0,0
AD00441,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,346684.68,103979.53,0,235950.4,279820.09,157126.09,629358.97,346684.68,103979.53,0,235950.4,279820.09,157126.09,629358.97
AD00442,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,346671.22,103762.47,117596.22,79667.63,0,0,1259365.72,346671.22,103762.47,117596.22,79667.63,0,0,629682.86
AD00443,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,79596.32,279968.34,157096.86,0,0,0,0,79596.32,279968.34,157096.86,0
AD00444,2.5,4,100,25,1,0,3,0,0,0,0,0,0,0,1040068,0,0,79551.51,0,0,1259280.11,1040068,0,0,79551.51,0,0,629640.055
AD00445,1.857142857,7,130,18.57142857,4,0,3,0,0,0,0,0,0,0,693413.78,313518.51,116897.07,237666.27,0,0,839471.79,346706.89,313518.51,116897.07,237666.27,0,0,419735.895
AD00446,1,3,30,10,3,0,0,0,0,0,0,0,0,0,346704.02,0,0,0,0,314334.42,0,346704.02,0,0,0,0,157167.21,0
AD00447,1.333333333,6,80,13.33333333,5,0,1,0,0,0,0,0,0,0,0,207283.12,586376.37,0,279926.08,0,0,0,103641.56,195458.79,0,279926.08,0,0
AD00448,1,2,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,79587.67,0,157242.34,0,0,0,0,79587.67,0,157242.34,0
AD00449,3,3,90,30,1,0,1,1,0,0,0,0,0,0,0,521205.57,0,0,839571.3,156879.13,0,0,521205.57,0,0,839571.3,156879.13,0
AD00450,1,4,40,10,4,0,0,0,0,0,0,0,0,0,346701.75,0,234869.29,0,0,0,209889.23,346701.75,0,117434.645,0,0,0,209889.23
AD00451,2.2,5,110,22,3,0,1,1,0,0,0,0,0,0,0,0,235013.75,394105.81,838983.52,156868.4,0,0,0,117506.875,394105.81,838983.52,156868.4,0
AD00452,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,346667.17,414796.83,0,0,0,0,209931.24,346667.17,207398.415,0,0,0,0,209931.24
AD00453,1.8,5,90,18,4,0,0,1,0,0,0,0,0,0,2080052.32,0,0,79457.72,0,156861.39,209815.66,1040026.16,0,0,79457.72,0,156861.39,209815.66
AD00454,2,2,40,20,1,0,1,0,0,0,0,0,0,0,0,0,0,236037.3,0,156709.36,0,0,0,0,236037.3,0,156709.36,0
AD00455,1.4,5,70,14,4,0,1,0,0,0,0,0,0,0,693386.93,0,117182.84,237627.83,0,0,209750.63,346693.465,0,117182.84,237627.83,0,0,209750.63
AD00456,1,3,30,10,3,0,0,0,0,0,0,0,0,0,693415.17,0,0,0,0,0,209842.27,346707.585,0,0,0,0,0,209842.27
AD00457,2,6,120,20,4,0,1,1,0,0,0,0,0,0,0,208290.52,116741.72,239719.05,0,783750.37,209862.96,0,104145.26,116741.72,239719.05,0,783750.37,209862.96
AD00458,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,116716.04,0,0,0,0,0,0,116716.04,0,0,0,0
AD00459,3,2,60,30,1,0,0,1,0,0,0,0,0,0,0,0,585240.55,0,0,0,209881.18,0,0,585240.55,0,0,0,209881.18
AD00460,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,346718.11,104341.27,0,0,839163.69,0,209856.19,346718.11,104341.27,0,0,839163.69,0,209856.19
AD00461,1,2,20,10,2,0,0,0,0,0,0,0,0,0,346721.92,104745.42,0,0,0,0,0,346721.92,104745.42,0,0,0,0,0
AD00462,1.8,5,90,18,3,0,2,0,0,0,0,0,0,0,1386817.86,0,353085.16,79943.48,279966.29,0,0,693408.93,0,353085.16,79943.48,279966.29,0,0
AD00463,2,6,120,20,4,0,1,1,0,0,0,0,0,0,1040034.85,0,117636.51,0,279677.08,784431.02,419794.79,1040034.85,0,117636.51,0,279677.08,784431.02,209897.395
AD00464,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,0,415109.18,351180.85,79174.27,0,157198.67,209993,0,207554.59,351180.85,79174.27,0,157198.67,209993
AD00465,2.2,5,110,22,2,0,3,0,0,0,0,0,0,0,693377.87,0,0,236625.47,1678026.55,0,0,346688.935,0,0,236625.47,839013.275,0,0
AD00467,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,0,0,0,317677.16,1119032.79,156702.8,209936.63,0,0,0,158838.58,559516.395,156702.8,209936.63
AD00468,3.666666667,3,110,36.66666667,0,0,2,1,0,0,0,0,0,0,0,520005.06,351339.89,0,0,470673.64,0,0,520005.06,351339.89,0,0,470673.64,0
AD00469,2,6,120,20,3,0,3,0,0,0,0,0,0,0,346709.78,416203.77,0,237817,839217.88,156996.92,0,346709.78,208101.885,0,237817,839217.88,156996.92,0
AD00470,2.6,5,130,26,1,0,4,0,0,0,0,0,0,0,346711.1,0,351282.64,0,1678089.56,470520.43,0,346711.1,0,351282.64,0,839044.78,470520.43,0
AD00471,2.6,5,130,26,2,0,2,1,0,0,0,0,0,0,1733445.64,0,0,237153.14,0,628139.64,209778.22,1733445.64,0,0,237153.14,0,314069.82,209778.22
AD00472,1.666666667,3,50,16.66666667,2,0,1,0,0,0,0,0,0,0,0,313431.03,116738.31,0,279660.76,0,0,0,313431.03,116738.31,0,279660.76,0,0
AD00473,1.666666667,6,100,16.66666667,4,0,2,0,0,0,0,0,0,0,346688.31,0,351612.62,79080.22,279669.57,0,839482.35,346688.31,0,351612.62,79080.22,279669.57,0,419741.175
AD00474,2,4,80,20,2,0,2,0,0,0,0,0,0,0,1040034.34,0,0,78825.65,839754.89,0,209855.33,1040034.34,0,0,78825.65,839754.89,0,209855.33
AD00475,2.5,4,100,25,2,0,1,1,0,0,0,0,0,0,346721.06,104544.08,0,0,2239775.02,0,0,346721.06,104544.08,0,0,1119887.51,0,0
AD00476,1.5,4,60,15,3,0,1,0,0,0,0,0,0,0,0,0,117338.13,0,279722.84,470769.49,209905.49,0,0,117338.13,0,279722.84,470769.49,209905.49
AD00477,2.333333333,6,140,23.33333333,2,0,4,0,0,0,0,0,0,0,0,312072.72,0,557503.34,0,471675.83,209779.42,0,312072.72,0,185834.4467,0,471675.83,209779.42
AD00478,2.666666667,6,160,26.66666667,1,0,5,0,0,0,0,0,0,0,1040106.68,310521.37,353076.18,79666.44,838908.2,471853.09,0,1040106.68,310521.37,353076.18,79666.44,838908.2,471853.09,0
AD00479,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,103437.07,116808.6,0,0,0,209977.97,0,103437.07,116808.6,0,0,0,209977.97
AD00480,3,3,90,30,1,0,1,1,0,0,0,0,0,0,0,312937.04,0,78717.47,1398560.59,0,0,0,312937.04,0,78717.47,1398560.59,0,0
AD00481,1,1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,279653.38,0,0,0,0,0,0,279653.38,0,0
AD00482,1,3,30,10,3,0,0,0,0,0,0,0,0,0,0,208045.1,116750.09,0,0,0,0,0,104022.55,116750.09,0,0,0,0
AD00483,1.571428571,7,110,15.71428571,5,0,2,0,0,0,0,0,0,0,1386821.16,0,0,158425.35,839062.06,313940.56,0,693410.58,0,0,79212.675,839062.06,156970.28,0
